,CreditScore,Geography,Gender,Age,Balance,Tenure,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
2917,694.0,S2,Female,34.0,62397.41,6.0,2.0,0.0,0.0,109271.67,0
2918,696.0,S1,Male,34.0,123505.22,6.0,2.0,1.0,1.0,111496.93,0
2919,623.0,S1,Female,48.0,117699.86,7.0,2.0,1.0,1.0,114443.86,0
2920,588.0,S2,Female,46.0,147927.59,4.0,1.0,0.0,1.0,100101.44,0
2921,666.0,S2,Female,38.0,156630.11,6.0,1.0,1.0,1.0,108547.04,0
2922,601.0,S0,Male,40.0,62397.41,6.0,1.0,1.0,1.0,67075.75,0
2923,611.0,S1,Female,35.0,112232.32,5.0,2.0,1.0,0.0,78111.33,0
2924,663.0,S0,Male,43.0,62397.41,5.0,1.0,1.0,0.0,60243.32,0
2925,550.0,S1,Male,38.0,117699.2,5.0,1.0,1.0,0.0,81413.01,0
2926,565.0,S0,Female,41.0,62397.41,4.0,2.0,0.0,0.0,68571.32,0
2927,587.0,S2,Female,56.0,131164.67,2.0,1.0,0.0,1.0,103624.52,0
2928,571.0,S1,Male,46.0,112611.36,5.0,1.0,0.0,0.0,68131.1,0
2929,640.0,S2,Female,41.0,62397.41,5.0,2.0,1.0,0.0,132583.38,0
2930,650.0,S1,Male,41.0,98772.93,5.0,2.0,1.0,0.0,73192.05,0
2931,582.0,S0,Female,40.0,115062.54,3.0,2.0,0.0,1.0,133356.44,0
2932,623.0,S0,Female,37.0,111833.9,4.0,1.0,0.0,0.0,66427.67,0
2933,615.0,S0,Male,39.0,62397.41,5.0,2.0,0.0,0.0,141330.98,0
2934,645.0,S0,Male,42.0,62397.41,4.0,1.0,1.0,0.0,124663.1,0
2935,507.0,S0,Female,42.0,62397.41,5.0,2.0,1.0,0.0,92429.02,0
2936,588.0,S0,Female,34.0,113793.11,5.0,2.0,1.0,0.0,140225.71,0
2937,647.0,S0,Male,45.0,112447.13,5.0,1.0,1.0,0.0,66442.18,0
2938,603.0,S2,Male,37.0,153021.44,6.0,2.0,1.0,1.0,58330.47,0
2939,615.0,S0,Female,42.0,62397.41,5.0,1.0,1.0,0.0,127532.52,0
2940,679.0,S2,Male,45.0,62397.41,4.0,2.0,0.0,1.0,94045.96,0
2941,602.0,S1,Male,41.0,119466.64,7.0,1.0,1.0,1.0,114817.62,0
2942,570.0,S0,Female,42.0,129799.6,6.0,1.0,0.0,0.0,82094.2,0
2943,680.0,S2,Male,65.0,62397.41,4.0,2.0,1.0,1.0,117496.37,0
2944,606.0,S0,Male,50.0,62397.41,4.0,2.0,1.0,1.0,118234.26,0
2945,612.0,S0,Female,44.0,62397.41,6.0,2.0,0.0,0.0,95265.25,0
2946,617.0,S1,Female,41.0,108278.7,4.0,1.0,1.0,0.0,84318.59,0
2947,616.0,S0,Female,56.0,62397.41,6.0,2.0,1.0,1.0,103277.71,0
2948,695.0,S0,Female,35.0,124992.29,5.0,1.0,0.0,1.0,137748.59,0
2949,753.0,S0,Female,60.0,125061.69,3.0,1.0,1.0,0.0,87645.12,1
2950,652.0,S2,Male,31.0,62397.41,5.0,2.0,1.0,0.0,125055.88,0
2951,625.0,S0,Female,45.0,62397.41,5.0,2.0,0.0,0.0,108981.77,0
2952,571.0,S0,Female,47.0,130658.9,6.0,2.0,0.0,0.0,106412.59,0
2953,622.0,S0,Female,42.0,62397.41,3.0,1.0,1.0,0.0,76641.49,0
2954,623.0,S2,Female,34.0,62397.41,3.0,1.0,1.0,1.0,92752.97,0
2955,684.0,S1,Male,51.0,126506.43,4.0,2.0,1.0,0.0,59312.15,0
2956,565.0,S1,Male,42.0,133211.83,6.0,2.0,1.0,1.0,107673.44,0
2957,638.0,S1,Male,37.0,120341.36,5.0,2.0,1.0,1.0,121068.11,0
2958,653.0,S0,Female,38.0,124297.52,5.0,1.0,1.0,0.0,130815.35,0
2959,561.0,S2,Female,37.0,62397.41,6.0,2.0,1.0,1.0,75017.57,0
2960,671.0,S0,Female,47.0,117447.15,4.0,1.0,1.0,0.0,69132.98,1
2961,603.0,S2,Female,36.0,121104.89,4.0,1.0,0.0,0.0,59255.92,0
2962,753.0,S0,Male,41.0,62397.41,5.0,1.0,1.0,1.0,74856.11,0
2963,706.0,S2,Female,41.0,121279.04,6.0,1.0,0.0,0.0,100777.94,0
2964,549.0,S2,Female,36.0,62397.41,5.0,2.0,1.0,0.0,101446.85,0
2965,753.0,S0,Female,39.0,62397.41,4.0,2.0,1.0,1.0,62258.03,0
2966,614.0,S0,Male,49.0,121941.01,5.0,1.0,1.0,1.0,124892.66,0
2967,579.0,S1,Male,44.0,129937.25,2.0,1.0,1.0,1.0,102442.7,0
2968,525.0,S2,Male,46.0,62397.41,3.0,2.0,1.0,1.0,141600.0,0
2969,605.0,S2,Male,43.0,132482.89,3.0,2.0,1.0,0.0,61440.15,0
2970,684.0,S2,Male,40.0,126374.63,6.0,1.0,1.0,0.0,64349.27,0
2971,689.0,S1,Male,39.0,133670.17,5.0,2.0,1.0,1.0,135473.14,0
2972,551.0,S1,Female,50.0,126705.33,3.0,1.0,1.0,1.0,135163.12,0
2973,616.0,S0,Female,55.0,142533.79,3.0,1.0,1.0,0.0,100292.65,1
2974,597.0,S0,Male,45.0,62397.41,5.0,2.0,1.0,1.0,109164.28,0
2975,669.0,S2,Male,47.0,125069.29,2.0,1.0,0.0,1.0,137044.74,0
2976,648.0,S0,Female,39.0,118955.16,6.0,2.0,1.0,0.0,132867.84,0
2977,747.0,S0,Male,39.0,62397.41,4.0,2.0,1.0,0.0,117667.15,0
2978,628.0,S1,Female,41.0,135161.56,5.0,2.0,1.0,0.0,80126.0,0
2979,682.0,S0,Male,37.0,122488.34,4.0,1.0,0.0,0.0,88499.76,0
2980,753.0,S0,Female,41.0,62397.41,5.0,2.0,1.0,1.0,138319.6,0
2981,550.0,S0,Male,57.0,62397.41,4.0,2.0,0.0,1.0,71447.67,0
2982,630.0,S0,Female,44.0,128204.73,4.0,1.0,1.0,1.0,119037.56,0
2983,663.0,S0,Female,47.0,62397.41,5.0,1.0,1.0,1.0,116034.4,0
2984,612.0,S0,Female,51.0,62397.41,5.0,2.0,1.0,0.0,138983.03,1
2985,566.0,S0,Male,36.0,62397.41,5.0,1.0,1.0,1.0,97802.17,0
2986,723.0,S0,Male,36.0,126436.92,6.0,1.0,1.0,1.0,114640.79,0
2987,665.0,S1,Male,39.0,133084.77,2.0,2.0,1.0,1.0,90345.36,0
2988,623.0,S1,Female,34.0,115296.73,3.0,2.0,1.0,1.0,67497.11,0
2989,558.0,S0,Male,41.0,62397.41,4.0,2.0,1.0,1.0,113935.41,0
2990,658.0,S2,Male,47.0,62397.41,6.0,2.0,1.0,1.0,87669.81,0
2991,695.0,S1,Male,41.0,131161.98,3.0,1.0,1.0,1.0,129757.8,0
2992,731.0,S0,Female,49.0,62397.41,5.0,2.0,1.0,1.0,113965.73,0
2993,687.0,S0,Male,44.0,96652.92,6.0,1.0,1.0,0.0,97824.56,0
2994,716.0,S0,Female,44.0,126037.21,3.0,1.0,1.0,0.0,141730.83,0
2995,610.0,S0,Male,44.0,157897.03,5.0,2.0,1.0,1.0,102995.41,0
2996,537.0,S0,Female,37.0,62397.41,7.0,2.0,1.0,0.0,63419.27,0
2997,726.0,S1,Male,37.0,132085.71,7.0,1.0,1.0,0.0,138578.08,0
2998,636.0,S1,Male,43.0,115804.3,6.0,2.0,1.0,1.0,141679.4,0
2999,598.0,S0,Female,34.0,137783.21,6.0,1.0,1.0,0.0,75500.88,0
3000,660.0,S2,Female,44.0,108664.16,2.0,1.0,1.0,1.0,118558.96,0
3001,688.0,S0,Male,49.0,62397.41,6.0,2.0,1.0,0.0,105593.41,0
3002,653.0,S2,Female,36.0,109450.05,5.0,1.0,0.0,1.0,105545.72,0
3003,604.0,S0,Male,39.0,62397.41,4.0,1.0,0.0,1.0,112947.76,0
3004,728.0,S1,Male,39.0,136811.34,6.0,1.0,0.0,0.0,142146.67,0
3005,644.0,S2,Female,40.0,62397.41,5.0,2.0,1.0,0.0,99414.37,0
3006,587.0,S0,Female,39.0,95402.53,3.0,2.0,0.0,0.0,127449.66,0
3007,619.0,S0,Female,39.0,124911.3,4.0,1.0,1.0,0.0,102929.55,0
3008,639.0,S0,Female,39.0,109602.54,5.0,1.0,0.0,0.0,133951.83,0
3009,650.0,S0,Female,45.0,62397.41,2.0,1.0,0.0,1.0,96594.74,1
3010,686.0,S2,Male,51.0,101971.52,3.0,1.0,1.0,1.0,63048.13,0
3011,638.0,S2,Male,61.0,62397.41,5.0,2.0,0.0,1.0,64262.14,0
3012,551.0,S0,Male,46.0,62397.41,6.0,1.0,1.0,1.0,97103.8,0
3013,590.0,S1,Female,37.0,139106.55,5.0,1.0,1.0,0.0,99703.27,0
3014,668.0,S0,Female,40.0,62397.41,6.0,1.0,1.0,1.0,86197.27,0
3015,587.0,S1,Male,70.0,127904.68,3.0,2.0,1.0,1.0,79469.53,0
3016,650.0,S0,Male,67.0,133263.7,4.0,1.0,0.0,1.0,79981.17,0
3017,539.0,S1,Male,42.0,107118.12,6.0,2.0,0.0,1.0,114192.13,0
3018,600.0,S0,Male,44.0,126654.71,7.0,1.0,0.0,0.0,131118.87,0
3019,590.0,S0,Male,55.0,115882.68,7.0,3.0,1.0,1.0,109755.91,1
3020,589.0,S0,Female,36.0,62397.41,7.0,2.0,1.0,1.0,104795.85,0
3021,579.0,S2,Male,44.0,122021.14,4.0,1.0,0.0,0.0,96591.24,0
3022,660.0,S1,Male,55.0,140331.28,6.0,2.0,1.0,1.0,118942.36,0
3023,604.0,S0,Female,34.0,62397.41,3.0,2.0,1.0,0.0,84492.74,0
3024,597.0,S2,Male,63.0,62397.41,5.0,2.0,1.0,1.0,116294.1,0
3025,636.0,S2,Male,42.0,117618.56,5.0,1.0,1.0,1.0,123215.24,0
3026,656.0,S2,Female,47.0,62397.41,6.0,1.0,0.0,1.0,125096.21,0
3027,635.0,S0,Female,47.0,137025.13,5.0,1.0,1.0,0.0,112971.17,0
3028,660.0,S0,Male,47.0,142160.03,6.0,1.0,1.0,0.0,103052.04,0
3029,642.0,S2,Male,37.0,129468.55,4.0,1.0,0.0,0.0,58857.5,0
3030,753.0,S0,Male,64.0,147561.95,5.0,1.0,1.0,1.0,136679.77,0
3031,716.0,S0,Female,34.0,133557.44,4.0,2.0,0.0,0.0,99282.88,0
3032,629.0,S2,Male,45.0,112052.83,3.0,2.0,1.0,0.0,95380.6,0
3033,706.0,S0,Male,33.0,130703.45,3.0,1.0,1.0,0.0,88809.34,0
3034,609.0,S2,Male,38.0,132019.53,5.0,1.0,1.0,1.0,81689.33,0
3035,697.0,S2,Female,40.0,136751.37,5.0,1.0,1.0,1.0,102884.01,0
3036,652.0,S2,Female,46.0,121354.59,5.0,1.0,0.0,0.0,86704.41,0
3037,641.0,S2,Male,42.0,136735.23,3.0,1.0,1.0,1.0,86988.34,0
3038,658.0,S0,Male,35.0,148378.18,5.0,2.0,1.0,1.0,95195.97,0
3039,637.0,S0,Female,37.0,130786.12,4.0,2.0,1.0,0.0,85373.03,0
3040,561.0,S0,Female,39.0,62397.41,5.0,2.0,1.0,0.0,111455.88,0
3041,617.0,S2,Male,39.0,62397.41,6.0,2.0,1.0,1.0,134241.17,0
3042,576.0,S1,Male,37.0,119045.4,3.0,1.0,0.0,1.0,136694.74,0
3043,661.0,S2,Male,35.0,142764.55,6.0,1.0,0.0,0.0,67160.41,0
3044,641.0,S0,Male,41.0,62397.41,6.0,2.0,1.0,1.0,74537.22,0
3045,625.0,S0,Female,55.0,62397.41,5.0,2.0,1.0,1.0,100645.12,0
3046,677.0,S1,Male,39.0,135982.73,3.0,1.0,1.0,1.0,88136.96,0
3047,630.0,S1,Female,44.0,120648.48,4.0,1.0,1.0,0.0,118500.61,0
3048,667.0,S1,Male,39.0,129877.68,6.0,2.0,1.0,0.0,120000.38,0
3049,679.0,S0,Female,31.0,95450.67,6.0,1.0,1.0,1.0,119455.45,0
3050,626.0,S2,Female,38.0,62397.41,3.0,1.0,0.0,0.0,113299.4,0
3051,647.0,S2,Male,42.0,124963.77,4.0,1.0,1.0,0.0,111154.63,0
3052,567.0,S0,Female,40.0,62397.41,4.0,1.0,1.0,1.0,114143.13,0
3053,703.0,S0,Male,33.0,62397.41,5.0,2.0,1.0,1.0,66530.42,0
3054,558.0,S1,Male,52.0,131634.49,6.0,1.0,1.0,0.0,126847.66,1
3055,503.0,S1,Female,36.0,112169.43,6.0,2.0,1.0,0.0,62165.07,0
3056,654.0,S1,Male,47.0,127822.24,2.0,2.0,1.0,0.0,121607.0,0
3057,674.0,S0,Male,45.0,114134.18,4.0,1.0,0.0,0.0,58021.81,0
3058,655.0,S1,Male,34.0,142994.89,4.0,2.0,1.0,0.0,118000.68,0
3059,609.0,S0,Male,28.0,62397.41,5.0,2.0,1.0,1.0,69118.93,0
3060,633.0,S1,Male,42.0,118762.89,5.0,1.0,1.0,0.0,89774.14,0
3061,743.0,S2,Male,44.0,62397.41,5.0,2.0,0.0,0.0,76651.42,0
3062,538.0,S1,Female,36.0,136809.22,5.0,1.0,1.0,0.0,107913.36,0
3063,655.0,S0,Male,49.0,62397.41,3.0,2.0,1.0,0.0,121827.64,0
3064,546.0,S1,Female,38.0,124421.11,3.0,2.0,1.0,0.0,91555.43,0
3065,645.0,S2,Female,43.0,62397.41,5.0,2.0,1.0,1.0,61584.93,0
3066,633.0,S0,Female,58.0,62397.41,4.0,2.0,1.0,1.0,94470.36,0
3067,604.0,S0,Female,39.0,107015.32,4.0,1.0,1.0,1.0,129239.52,0
3068,669.0,S2,Male,36.0,62397.41,4.0,2.0,1.0,1.0,73493.65,0
3069,648.0,S0,Male,47.0,136159.21,4.0,1.0,1.0,0.0,78107.83,0
3070,592.0,S0,Male,37.0,112460.82,4.0,2.0,0.0,1.0,72759.16,0
3071,523.0,S0,Female,44.0,62397.41,4.0,2.0,0.0,0.0,135070.46,0
3072,527.0,S1,Male,47.0,144681.56,4.0,1.0,1.0,0.0,98354.37,0
3073,684.0,S0,Male,35.0,62397.41,6.0,2.0,1.0,0.0,102715.9,0
3074,607.0,S0,Male,44.0,62397.41,4.0,1.0,0.0,0.0,121806.19,0
3075,576.0,S2,Male,44.0,145551.33,5.0,2.0,1.0,0.0,93963.05,0
3076,638.0,S0,Female,34.0,62397.41,6.0,2.0,1.0,0.0,121604.41,0
3077,753.0,S2,Male,43.0,133682.07,2.0,1.0,1.0,1.0,96920.29,0
3078,596.0,S1,Female,38.0,108871.62,2.0,1.0,1.0,0.0,59522.95,0
3079,596.0,S0,Female,39.0,62397.41,6.0,2.0,1.0,1.0,75125.87,0
3080,628.0,S1,Female,56.0,107738.64,5.0,1.0,1.0,0.0,63427.22,1
3081,493.0,S0,Male,39.0,62397.41,6.0,1.0,1.0,1.0,63404.99,0
3082,533.0,S0,Male,40.0,123244.83,6.0,1.0,0.0,0.0,93807.63,0
3083,585.0,S0,Female,51.0,62397.41,6.0,2.0,1.0,1.0,82074.03,0
3084,534.0,S0,Male,44.0,62397.41,5.0,2.0,0.0,1.0,124672.35,0
3085,617.0,S1,Female,42.0,124695.04,6.0,1.0,1.0,0.0,89827.55,0
3086,543.0,S2,Male,54.0,62397.41,7.0,1.0,1.0,1.0,132182.54,0
3087,520.0,S2,Female,37.0,113500.14,3.0,2.0,1.0,0.0,76649.3,0
3088,532.0,S1,Male,39.0,110819.12,5.0,2.0,0.0,0.0,103533.01,0
3089,688.0,S2,Female,57.0,62397.41,6.0,1.0,1.0,1.0,72864.49,0
3090,670.0,S0,Male,39.0,124878.79,4.0,1.0,0.0,0.0,99059.26,0
3091,597.0,S0,Male,43.0,62397.41,6.0,1.0,1.0,0.0,78318.85,0
3092,645.0,S0,Male,35.0,62397.41,5.0,1.0,1.0,1.0,122061.1,0
3093,582.0,S1,Male,52.0,111527.33,6.0,3.0,1.0,1.0,139517.36,1
3094,690.0,S0,Female,44.0,108447.16,3.0,1.0,1.0,1.0,87739.99,0
3095,684.0,S2,Male,37.0,102113.35,6.0,1.0,1.0,1.0,65421.83,0
3096,634.0,S0,Male,43.0,62397.41,7.0,2.0,1.0,1.0,99531.57,0
3097,697.0,S2,Male,42.0,62397.41,3.0,2.0,1.0,0.0,66344.65,0
3098,682.0,S1,Female,37.0,124238.43,5.0,1.0,1.0,1.0,90018.72,0
3099,675.0,S0,Male,45.0,112203.67,3.0,1.0,1.0,1.0,64957.18,0
3100,639.0,S0,Male,41.0,62397.41,3.0,2.0,1.0,1.0,98035.28,0
3101,751.0,S1,Female,40.0,118560.5,5.0,1.0,1.0,1.0,135511.07,0
3102,647.0,S1,Female,46.0,139493.98,3.0,2.0,1.0,1.0,139863.18,0
3103,736.0,S0,Male,66.0,137338.75,5.0,1.0,0.0,1.0,126631.45,0
3104,712.0,S0,Male,42.0,119762.61,6.0,1.0,1.0,0.0,122632.39,0
3105,661.0,S2,Male,54.0,102312.32,3.0,1.0,0.0,1.0,116882.42,0
3106,587.0,S0,Male,40.0,62397.41,3.0,2.0,1.0,0.0,59412.03,0
3107,657.0,S0,Female,37.0,62397.41,6.0,2.0,1.0,1.0,68970.98,0
3108,670.0,S2,Female,40.0,82587.09,4.0,2.0,1.0,1.0,142424.63,0
3109,629.0,S1,Male,39.0,110165.09,4.0,2.0,1.0,1.0,119992.39,0
3110,651.0,S0,Female,46.0,62397.41,5.0,2.0,1.0,0.0,113211.14,0
3111,546.0,S2,Female,44.0,116244.29,6.0,2.0,1.0,1.0,125723.79,0
3112,634.0,S0,Male,42.0,62397.41,3.0,2.0,0.0,1.0,86338.65,0
3113,681.0,S0,Female,35.0,62397.41,5.0,2.0,0.0,0.0,62938.61,0
3114,674.0,S2,Male,39.0,62397.41,5.0,2.0,0.0,1.0,107489.78,0
3115,620.0,S0,Female,42.0,88323.16,5.0,2.0,1.0,1.0,135820.66,0
3116,649.0,S1,Male,42.0,153773.64,5.0,2.0,1.0,1.0,81952.99,0
3117,585.0,S0,Male,33.0,62397.41,4.0,2.0,0.0,1.0,110413.27,0
3118,620.0,S2,Male,45.0,62397.41,7.0,1.0,0.0,1.0,91252.93,0
3119,607.0,S1,Female,37.0,128522.41,5.0,2.0,1.0,0.0,130011.44,0
3120,687.0,S0,Male,43.0,62397.41,5.0,2.0,1.0,0.0,76322.82,0
3121,753.0,S1,Male,35.0,113211.14,3.0,2.0,1.0,1.0,72529.86,0
3122,676.0,S1,Female,39.0,122347.65,6.0,1.0,1.0,1.0,141273.64,0
3123,637.0,S2,Male,43.0,129057.73,5.0,1.0,0.0,0.0,74006.33,0
3124,623.0,S2,Female,43.0,133661.71,3.0,1.0,1.0,0.0,96796.16,0
3125,584.0,S0,Female,54.0,96742.07,6.0,1.0,1.0,1.0,118860.14,0
3126,601.0,S2,Female,43.0,144016.11,5.0,2.0,1.0,0.0,80757.04,0
3127,601.0,S0,Male,50.0,158801.93,2.0,1.0,0.0,0.0,98998.63,0
3128,596.0,S0,Female,55.0,62397.41,5.0,1.0,1.0,0.0,68654.7,1
3129,719.0,S1,Female,39.0,128169.85,6.0,1.0,1.0,1.0,106346.24,0
3130,587.0,S1,Female,61.0,135383.78,5.0,1.0,1.0,1.0,127226.5,0
3131,566.0,S0,Male,37.0,62397.41,4.0,2.0,1.0,0.0,129870.59,0
3132,574.0,S0,Male,36.0,62397.41,3.0,2.0,0.0,0.0,123639.17,0
3133,631.0,S1,Male,40.0,114676.4,5.0,2.0,1.0,1.0,80971.68,0
3134,703.0,S0,Female,41.0,152951.93,5.0,2.0,1.0,0.0,64887.52,0
3135,699.0,S2,Female,42.0,62397.41,5.0,2.0,1.0,1.0,121117.95,0
3136,620.0,S1,Female,36.0,132047.43,2.0,1.0,1.0,0.0,139665.51,0
3137,707.0,S1,Male,42.0,118831.04,5.0,1.0,0.0,1.0,95707.56,0
3138,608.0,S0,Male,41.0,121861.79,3.0,1.0,1.0,0.0,119601.03,0
3139,560.0,S0,Female,42.0,62397.41,6.0,2.0,1.0,0.0,115559.09,0
3140,569.0,S0,Male,42.0,62397.41,4.0,2.0,1.0,1.0,79004.89,0
3141,679.0,S2,Male,60.0,62397.41,3.0,2.0,1.0,1.0,136745.57,0
3142,633.0,S2,Female,40.0,103727.58,3.0,2.0,1.0,0.0,95242.12,0
3143,611.0,S2,Female,42.0,122538.67,7.0,1.0,1.0,1.0,61190.57,0
3144,699.0,S0,Male,29.0,132477.26,3.0,1.0,1.0,1.0,93886.37,0
3145,693.0,S0,Female,42.0,133900.09,5.0,1.0,0.0,1.0,71847.19,0
3146,582.0,S0,Male,44.0,62397.41,5.0,2.0,0.0,0.0,88466.46,0
3147,665.0,S1,Female,43.0,119136.73,6.0,1.0,0.0,1.0,60373.63,0
3148,565.0,S0,Male,61.0,119608.95,6.0,1.0,1.0,1.0,110342.41,0
3149,574.0,S0,Female,49.0,62397.41,3.0,2.0,0.0,1.0,116128.7,0
3150,596.0,S0,Female,37.0,62397.41,7.0,2.0,1.0,1.0,110227.8,0
3151,590.0,S1,Male,45.0,131495.46,4.0,1.0,1.0,0.0,68422.42,0
3152,580.0,S2,Male,40.0,121187.09,4.0,1.0,0.0,0.0,97659.8,0
3153,676.0,S1,Male,44.0,114743.81,6.0,1.0,1.0,0.0,83869.1,0
3154,552.0,S2,Female,41.0,119534.11,6.0,1.0,0.0,0.0,63123.96,0
3155,568.0,S0,Female,48.0,62397.41,5.0,1.0,1.0,1.0,103849.18,0
3156,576.0,S0,Male,40.0,62397.41,5.0,1.0,0.0,0.0,78278.95,0
3157,643.0,S2,Male,42.0,108976.53,2.0,2.0,1.0,0.0,59066.79,0
3158,611.0,S2,Female,55.0,62397.41,5.0,2.0,1.0,1.0,75548.31,0
3159,644.0,S2,Female,42.0,62397.41,2.0,2.0,0.0,0.0,92503.19,0
3160,661.0,S2,Female,39.0,124655.44,5.0,1.0,1.0,0.0,99064.27,0
3161,629.0,S2,Male,55.0,103294.62,3.0,1.0,0.0,1.0,134640.1,0
3162,587.0,S0,Female,62.0,116078.03,6.0,3.0,1.0,0.0,103353.45,1
3163,696.0,S2,Female,47.0,62397.41,6.0,2.0,1.0,0.0,132938.57,0
3164,596.0,S0,Male,44.0,123925.2,6.0,2.0,0.0,1.0,138611.78,0
3165,696.0,S0,Male,32.0,102944.75,3.0,2.0,1.0,0.0,97448.58,0
3166,606.0,S1,Female,36.0,102046.05,4.0,2.0,1.0,1.0,68957.12,0
3167,707.0,S1,Male,33.0,92656.99,7.0,2.0,1.0,0.0,63495.98,0
3168,696.0,S0,Female,39.0,62397.41,5.0,1.0,1.0,0.0,137453.52,0
3169,595.0,S0,Female,60.0,62397.41,5.0,1.0,1.0,1.0,100401.18,0
3170,650.0,S0,Female,67.0,131622.67,6.0,2.0,1.0,1.0,114110.3,0
3171,646.0,S2,Male,34.0,62397.41,4.0,1.0,0.0,1.0,103381.06,0
3172,714.0,S2,Female,43.0,62397.41,5.0,2.0,0.0,0.0,100396.09,0
3173,743.0,S0,Female,35.0,62397.41,5.0,1.0,1.0,0.0,89077.48,0
3174,519.0,S2,Male,35.0,62397.41,4.0,2.0,1.0,0.0,130020.81,0
3175,671.0,S2,Male,39.0,62397.41,3.0,2.0,1.0,1.0,96991.83,0
3176,641.0,S0,Female,32.0,62397.41,4.0,2.0,0.0,1.0,72104.27,0
3177,723.0,S0,Male,45.0,62397.41,5.0,2.0,1.0,1.0,98218.68,0
3178,552.0,S2,Female,32.0,148962.48,5.0,1.0,0.0,1.0,123428.6,0
3179,624.0,S0,Female,63.0,62397.41,4.0,1.0,0.0,1.0,75770.25,0
3180,586.0,S1,Male,42.0,130576.56,3.0,1.0,1.0,0.0,142242.25,0
3181,598.0,S2,Male,44.0,62397.41,6.0,2.0,1.0,1.0,126321.9,0
3182,702.0,S1,Male,29.0,122566.69,4.0,2.0,0.0,1.0,121300.69,0
3183,561.0,S1,Female,49.0,114248.09,5.0,1.0,1.0,0.0,64424.9,1
3184,598.0,S2,Male,32.0,116708.21,2.0,2.0,1.0,1.0,137313.22,0
3185,612.0,S2,Male,41.0,147495.26,5.0,1.0,1.0,0.0,76810.88,0
3186,576.0,S1,Female,37.0,121279.39,6.0,1.0,1.0,1.0,103686.66,0
3187,604.0,S2,Male,44.0,118963.1,3.0,1.0,1.0,1.0,65946.92,0
3188,639.0,S0,Male,55.0,62397.41,6.0,2.0,1.0,1.0,116638.6,0
3189,618.0,S1,Female,32.0,131739.41,4.0,1.0,0.0,1.0,131681.73,0
3190,717.0,S2,Male,41.0,108707.74,5.0,1.0,0.0,1.0,86180.55,0
3191,692.0,S0,Male,46.0,119635.52,5.0,1.0,1.0,1.0,89195.11,0
3192,658.0,S1,Male,46.0,119740.6,4.0,1.0,0.0,1.0,125444.04,0
3193,753.0,S0,Female,36.0,62397.41,7.0,2.0,1.0,1.0,142389.88,0
3194,612.0,S1,Male,34.0,99740.36,3.0,1.0,1.0,1.0,79856.08,0
3195,689.0,S2,Male,50.0,62397.41,5.0,2.0,0.0,1.0,61806.45,0
3196,715.0,S1,Female,50.0,131483.83,4.0,1.0,1.0,0.0,135763.48,1
3197,638.0,S0,Male,68.0,62397.41,5.0,2.0,1.0,0.0,110020.53,0
3198,662.0,S1,Female,32.0,112042.58,5.0,1.0,1.0,0.0,106205.52,0
3199,720.0,S0,Male,47.0,145491.61,6.0,1.0,1.0,1.0,81820.37,0
3200,665.0,S0,Female,36.0,118973.24,5.0,1.0,1.0,0.0,75502.5,0
3201,635.0,S2,Male,30.0,62397.41,5.0,2.0,0.0,1.0,123061.44,0
3202,598.0,S1,Male,38.0,124689.88,6.0,2.0,1.0,0.0,142015.49,0
3203,663.0,S0,Male,43.0,118450.72,3.0,1.0,1.0,0.0,142266.37,0
3204,642.0,S0,Male,48.0,62397.41,4.0,2.0,0.0,1.0,61123.09,0
3205,620.0,S0,Female,42.0,140850.41,6.0,1.0,1.0,0.0,88109.3,0
3206,615.0,S2,Female,50.0,103016.36,3.0,1.0,1.0,1.0,66021.94,0
3207,607.0,S1,Female,60.0,133137.07,6.0,1.0,1.0,0.0,139697.33,1
3208,747.0,S1,Male,38.0,121237.78,3.0,1.0,1.0,0.0,105728.95,0
3209,572.0,S2,Female,34.0,62397.41,6.0,2.0,0.0,1.0,125031.91,0
3210,597.0,S2,Male,44.0,62397.41,5.0,2.0,0.0,1.0,117442.49,0
3211,707.0,S0,Female,37.0,158441.56,7.0,2.0,1.0,1.0,98374.19,0
3212,506.0,S2,Male,33.0,62397.41,3.0,2.0,0.0,0.0,97968.62,0
3213,711.0,S1,Female,67.0,137118.56,5.0,1.0,1.0,0.0,58624.14,1
3214,583.0,S2,Male,47.0,62397.41,6.0,2.0,1.0,0.0,103027.8,0
3215,714.0,S0,Female,40.0,115807.9,3.0,1.0,1.0,1.0,64572.54,0
3216,614.0,S0,Female,32.0,62397.41,5.0,2.0,1.0,0.0,106866.6,0
3217,607.0,S0,Male,44.0,62397.41,5.0,3.0,0.0,0.0,121776.87,0
3218,650.0,S0,Female,36.0,62397.41,6.0,2.0,1.0,1.0,78270.55,0
3219,611.0,S1,Male,44.0,81347.11,6.0,1.0,1.0,1.0,140690.44,0
3220,548.0,S0,Female,39.0,126382.11,5.0,1.0,1.0,1.0,108513.84,0
3221,618.0,S0,Male,39.0,62397.41,6.0,2.0,1.0,1.0,105951.63,0
3222,625.0,S2,Male,33.0,62397.41,7.0,2.0,1.0,1.0,134331.82,0
3223,552.0,S0,Male,59.0,95695.51,6.0,1.0,1.0,1.0,66803.76,0
3224,698.0,S2,Male,42.0,129108.59,5.0,1.0,1.0,0.0,142184.82,0
3225,565.0,S0,Male,41.0,62397.41,5.0,2.0,1.0,0.0,132598.42,0
